999,1
1144,1
1143,1
1139,1
793,1
1130,1
1128,1
1127,1
798,1
1114,1
1113,1
802,1
1101,1
1095,1
804,1
807,1
809,1
1079,1
1031,1
1037,1
816,1
1043,1
1049,1
1050,1
1147,1
815,1
1062,1
1064,1
1066,1
1069,1
1071,1
810,1
1055,1
436,1
785,1
1160,1
1279,1
1278,1
1276,1
1272,1
749,1
864,1
1247,1
1242,1
1241,1
755,1
1238,1
1236,1
1233,1
1229,1
159,1
759,1
1222,1
780,1
779,1
1175,1
1180,1
778,1
775,1
1157,1
773,1
1195,1
772,1
770,1
1209,1
1217,1
1221,1
1193,1
1029,1
821,1
1026,1
940,1
936,1
836,1
929,1
841,1
923,1
843,1
914,1
912,1
911,1
910,1
909,1
851,1
904,1
903,1
853,1
900,1
870,1
876,1
863,1
880,1
883,1
886,1
941,1
887,1
889,1
890,1
860,1
893,1
895,1
899,1
888,1
944,1
947,1
951,1
831,1
995,1
998,1
1000,1
829,1
828,1
832,1
827,1
1015,1
1016,1
1019,1
1021,1
1022,1
824,1
1011,1
1281,1
986,1
984,1
954,1
959,1
834,1
964,1
965,1
966,1
985,1
969,1
971,1
973,1
833,1
975,1
981,1
982,1
970,1
1289,1
1265,1
694,1
1810,1
611,1
1808,1
613,1
1757,1
614,1
1750,1
1749,1
617,1
53,1
1737,1
619,1
620,1
621,1
622,1
624,1
656,1
74,1
1638,1
695,1
1290,1
1666,1
693,1
608,1
1669,1
1674,1
692,1
687,1
684,1
1701,1
683,1
67,1
697,1
605,1
597,1
1997,1
1996,1
1990,1
1976,1
1973,1
1969,1
433,1
431,1
443,1
424,1
423,1
496,1
506,1
509,1
1899,1
417,1
517,1
594,1
583,1
406,1
1841,1
543,1
1850,1
39,1
525,1
522,1
521,1
413,1
414,1
520,1
1880,1
524,1
1618,1
868,1
729,1
130,1
1429,1
1427,1
733,1
1317,1
1412,1
1410,1
1401,1
1394,1
1333,1
1357,1
736,1
1381,1
1379,1
738,1
1371,1
1370,1
741,1
1368,1
739,1
1359,1
1358,1
1389,1
1456,1
1353,1
1472,1
1579,1
1571,1
707,1
1557,1
1316,1
747,1
714,1
1311,1
1313,1
717,1
719,1
1315,1
1516,1
132,1
1498,1
1302,1
1296,1
1521,1
706,1
850,2
435,2
510,2
757,2
746,2
861,2
442,2
432,2
753,2
858,2
429,2
742,2
813,2
835,2
846,2
700,2
702,2
696,2
703,2
709,2
823,2
806,2
716,2
800,2
720,2
797,2
721,2
722,2
725,2
615,2
732,2
612,2
734,2
701,2
530,2
768,2
766,2
761,2
740,2
748,2
1030,2
878,2
1111,2
1121,2
1151,2
1168,2
1184,2
1190,2
1196,2
1223,2
1239,2
1270,2
1340,2
1341,2
1343,2
1444,2
869,2
1555,2
1624,2
1694,2
1842,2
1878,2
1894,2
1955,2
1982,2
1093,2
1087,2
437,2
898,2
922,2
932,2
901,2
906,2
920,2
961,2
974,2
989,2
991,2
1002,2
908,2
1008,2
1080,2
1038,2
1073,2
1058,2
1051,2
881,2
1010,2
1027,2
928,2
1025,2
1023,2
891,2
1809,3
1848,3
1751,3
1780,3
1735,3
1834,3
573,3
1831,3
1789,3
1827,3
1739,3
1824,3
1812,3
1852,3
1829,3
1746,3
1084,3
1856,3
1986,3
1960,3
1952,3
1940,3
1931,3
448,3
451,3
453,3
462,3
1926,3
1921,3
467,3
1910,3
1903,3
1900,3
1728,3
1892,3
1886,3
1871,3
1865,3
1863,3
1854,3
1719,3
1667,3
1710,3
1393,3
1391,3
1375,3
1363,3
1345,3
960,3
1304,3
1285,3
1259,3
1231,3
1219,3
1207,3
1206,3
1198,3
1189,3
1163,3
1134,3
1117,3
1106,3
1420,3
1431,3
1448,3
1458,3
633,3
634,3
1708,3
1704,3
1699,3
1675,3
1663,3
1650,3
1635,3
1718,3
1631,3
1609,3
1607,3
